ID,Income
TEST_0201,494.4417
TEST_0202,
TEST_0203,564.28906
TEST_0204,404.32413
TEST_0205,
TEST_0206,597.8561
TEST_0207,
TEST_0208,434.33572
TEST_0209,
TEST_0210,453.0381
TEST_0211,563.452
TEST_0212,
TEST_0213,651.56744
TEST_0214,610.626
TEST_0215,584.1426
TEST_0216,623.9225
TEST_0217,473.70074
TEST_0218,422.8539
TEST_0219,478.8444
TEST_0220,614.65485
TEST_0221,456.1654
TEST_0222,619.7882
TEST_0223,649.0027
TEST_0224,646.0112
TEST_0225,420.44614
TEST_0226,457.07773
TEST_0227,561.46185
TEST_0228,417.27618
TEST_0229,637.0422
TEST_0230,637.2073
TEST_0231,
TEST_0232,474.6335
TEST_0233,410.0609
TEST_0234,
TEST_0235,638.4447
TEST_0236,542.99945
TEST_0237,623.9225
TEST_0238,403.78702
TEST_0239,
TEST_0240,475.6992
TEST_0241,541.7604
TEST_0242,577.17584
TEST_0243,610.8655
TEST_0244,
TEST_0245,651.56744
TEST_0246,431.80927
TEST_0247,
TEST_0248,
TEST_0249,605.5156
TEST_0250,605.2557
TEST_0251,643.7106
TEST_0252,
TEST_0253,
TEST_0254,631.0182
TEST_0255,621.5741
TEST_0256,624.93
TEST_0257,490.7324
TEST_0258,619.7882
TEST_0259,440.3064
TEST_0260,637.2073
TEST_0261,620.06335
TEST_0262,638.4447
TEST_0263,637.50446
TEST_0264,537.85785
TEST_0265,611.72546
TEST_0266,501.22647
TEST_0267,643.4951
TEST_0268,649.0027
TEST_0269,622.01807
TEST_0270,591.35565
TEST_0271,640.82874
TEST_0272,619.7882
TEST_0273,657.2736
TEST_0274,634.0388
TEST_0275,637.50446
TEST_0276,
TEST_0277,494.35895
TEST_0278,509.7299
TEST_0279,441.97986
TEST_0280,386.6456
TEST_0281,
TEST_0282,440.93198
TEST_0283,580.84436
TEST_0284,651.56744
TEST_0285,654.1701
TEST_0286,
TEST_0287,414.24817
TEST_0288,458.6834
TEST_0289,607.6902
TEST_0290,646.0112
TEST_0291,592.9084
TEST_0292,619.7882
TEST_0293,490.6635
TEST_0294,637.50446
TEST_0295,638.6244
TEST_0296,562.7915
TEST_0297,592.3414
TEST_0298,
TEST_0299,646.0112
TEST_0300,
TEST_0301,
TEST_0302,404.80743
TEST_0303,619.7882
TEST_0304,
TEST_0305,
TEST_0306,589.8433
TEST_0307,632.68964
TEST_0308,643.4951
TEST_0309,607.6902
TEST_0310,614.6549
TEST_0311,667.7518
TEST_0312,463.95114
TEST_0313,471.7352
TEST_0314,403.17383
TEST_0315,645.9927
TEST_0316,638.4447
TEST_0317,631.0182
TEST_0318,
TEST_0319,513.1611
TEST_0320,434.4576
TEST_0321,
TEST_0322,
TEST_0323,
TEST_0324,648.85046
TEST_0325,643.4951
TEST_0326,430.2289
TEST_0327,
TEST_0328,605.2557
TEST_0329,586.3374
TEST_0330,628.97003
TEST_0331,643.4951
TEST_0332,427.37872
TEST_0333,638.16113
TEST_0334,648.8505
TEST_0335,559.6898
TEST_0336,430.94763
TEST_0337,625.9037
TEST_0338,641.4529
TEST_0339,541.37146
TEST_0340,
TEST_0341,606.7529
TEST_0342,483.56747
TEST_0343,
TEST_0344,398.61172
TEST_0345,
TEST_0346,619.2657
TEST_0347,481.05032
TEST_0348,
TEST_0349,619.7882
TEST_0350,622.01807
TEST_0351,
TEST_0352,
TEST_0353,576.189
TEST_0354,
TEST_0355,
TEST_0356,
TEST_0357,
TEST_0358,
TEST_0359,
TEST_0360,473.89844
TEST_0361,612.3033
TEST_0362,619.2657
TEST_0363,
TEST_0364,
TEST_0365,563.452
TEST_0366,
TEST_0367,384.29843
TEST_0368,403.2034
TEST_0369,619.2657
TEST_0370,570.0796
TEST_0371,619.2657
TEST_0372,640.82874
TEST_0373,
TEST_0374,
TEST_0375,640.40106
TEST_0376,511.94897
TEST_0377,641.4529
TEST_0378,
TEST_0379,549.55536
TEST_0380,648.8505
TEST_0381,638.4447
TEST_0382,468.73618
TEST_0383,489.41907
TEST_0384,484.35092
TEST_0385,
TEST_0386,
TEST_0387,623.9225
TEST_0388,
TEST_0389,394.91495
TEST_0390,614.65485
TEST_0391,494.54504
TEST_0392,634.0388
TEST_0393,566.10345
TEST_0394,504.70938
TEST_0395,604.91125
TEST_0396,631.0182
TEST_0397,507.74152
TEST_0398,517.33246
TEST_0399,424.86383
TEST_0400,475.5405
TEST_0401,
TEST_0402,628.97003
TEST_0403,
TEST_0404,619.7882
TEST_0405,515.7372
TEST_0406,386.15045
TEST_0407,638.6244
TEST_0408,622.85547
TEST_0409,
TEST_0410,394.6125
TEST_0411,619.2657
TEST_0412,386.6456
TEST_0413,457.04453
TEST_0414,
TEST_0415,
TEST_0416,475.18265
TEST_0417,454.16165
TEST_0418,432.58612
TEST_0419,551.6071
TEST_0420,569.94104
TEST_0421,
TEST_0422,563.452
TEST_0423,408.20813
TEST_0424,602.2544
TEST_0425,648.8505
TEST_0426,
TEST_0427,437.51727
TEST_0428,637.2073
TEST_0429,577.17584
TEST_0430,
TEST_0431,648.8505
TEST_0432,622.85547
TEST_0433,614.6549
TEST_0434,641.4529
TEST_0435,
TEST_0436,592.9084
TEST_0437,
TEST_0438,586.5012
TEST_0439,646.0112
TEST_0440,576.6957
TEST_0441,619.2657
TEST_0442,443.91965
TEST_0443,512.0987
TEST_0444,
TEST_0445,403.0896
TEST_0446,410.60138
TEST_0447,562.7915
TEST_0448,
TEST_0449,559.6898
TEST_0450,641.4529
TEST_0451,405.33795
TEST_0452,
TEST_0453,631.0182
TEST_0454,517.4918
TEST_0455,651.56744
TEST_0456,
TEST_0457,548.81177
TEST_0458,501.31934
TEST_0459,622.85547
TEST_0460,622.01807
TEST_0461,648.8505
TEST_0462,559.01324
TEST_0463,428.6211
TEST_0464,638.16113
TEST_0465,
TEST_0466,406.33972
TEST_0467,614.6549
TEST_0468,631.0182
TEST_0469,422.4812
TEST_0470,
TEST_0471,538.91125
TEST_0472,646.0112
TEST_0473,
TEST_0474,384.29843
TEST_0475,648.85046
TEST_0476,
TEST_0477,
TEST_0478,655.91565
TEST_0479,644.89764
TEST_0480,619.7882
TEST_0481,
TEST_0482,
TEST_0483,
TEST_0484,559.6898
TEST_0485,540.9189
TEST_0486,638.4447
TEST_0487,439.35284
TEST_0488,623.9225
TEST_0489,592.7922
TEST_0490,391.47668
TEST_0491,637.2073
TEST_0492,522.5558
TEST_0493,641.4529
TEST_0494,602.0404
TEST_0495,637.50446
TEST_0496,589.1873
TEST_0497,562.7915
TEST_0498,439.39087
TEST_0499,
TEST_0500,412.78815
TEST_0501,393.8063
TEST_0502,
TEST_0503,
TEST_0504,
TEST_0505,589.72876
TEST_0506,619.7882
TEST_0507,572.97174
TEST_0508,541.9042
TEST_0509,559.6898
TEST_0510,384.29843
TEST_0511,533.1917
TEST_0512,622.01807
TEST_0513,614.6549
TEST_0514,
TEST_0515,
TEST_0516,420.79434
TEST_0517,646.0112
TEST_0518,605.7328
TEST_0519,648.8505
TEST_0520,490.32495
TEST_0521,623.9225
TEST_0522,
TEST_0523,619.7882
TEST_0524,572.97174
TEST_0525,562.7915
TEST_0526,480.98557
TEST_0527,542.99945
TEST_0528,490.6682
TEST_0529,
TEST_0530,638.4447
TEST_0531,622.85547
TEST_0532,
TEST_0533,418.62775
TEST_0534,517.4806
TEST_0535,
TEST_0536,623.9225
TEST_0537,
TEST_0538,475.5405
TEST_0539,625.10297
TEST_0540,640.40106
TEST_0541,638.4447
TEST_0542,649.0027
TEST_0543,619.2657
TEST_0544,562.7915
TEST_0545,
TEST_0546,563.02216
TEST_0547,643.4951
TEST_0548,452.20767
TEST_0549,549.55536
TEST_0550,646.0112
TEST_0551,614.5483
TEST_0552,619.2657
TEST_0553,447.46692
TEST_0554,619.7882
TEST_0555,
TEST_0556,648.8505
TEST_0557,472.25198
TEST_0558,481.06433
TEST_0559,648.85046
TEST_0560,638.4447
TEST_0561,597.4329
TEST_0562,472.6935
TEST_0563,632.68964
TEST_0564,563.452
TEST_0565,619.2657
TEST_0566,579.4084
TEST_0567,550.92224
TEST_0568,432.58612
TEST_0569,
TEST_0570,
TEST_0571,386.15045
TEST_0572,521.4407
TEST_0573,641.4529
TEST_0574,559.6898
TEST_0575,614.5483
TEST_0576,573.511
TEST_0577,642.0726
TEST_0578,629.083
TEST_0579,417.34076
TEST_0580,638.6244
TEST_0581,
TEST_0582,
TEST_0583,500.4573
TEST_0584,506.35043
TEST_0585,
TEST_0586,
TEST_0587,559.1654
TEST_0588,508.05496
TEST_0589,637.2073
TEST_0590,454.16165
TEST_0591,509.61465
TEST_0592,590.9228
TEST_0593,640.40106
TEST_0594,645.39557
TEST_0595,
TEST_0596,
TEST_0597,504.06653
TEST_0598,562.7915
TEST_0599,
TEST_0600,537.93317
TEST_0601,
TEST_0602,423.92148
TEST_0603,622.85547
TEST_0604,
TEST_0605,634.0388
TEST_0606,477.5581
TEST_0607,455.6211
TEST_0608,399.46506
TEST_0609,597.85876
TEST_0610,559.9354
TEST_0611,597.2244
TEST_0612,637.50446
TEST_0613,638.4447
TEST_0614,577.17584
TEST_0615,660.4504
TEST_0616,577.17584
TEST_0617,657.2736
TEST_0618,646.0112
TEST_0619,642.0726
TEST_0620,643.7106
TEST_0621,651.56744
TEST_0622,510.50226
TEST_0623,643.4951
TEST_0624,607.6902
TEST_0625,638.4447
TEST_0626,
TEST_0627,
TEST_0628,651.56744
TEST_0629,637.2464
TEST_0630,625.10297
TEST_0631,641.4529
TEST_0632,642.0726
TEST_0633,648.8505
TEST_0634,
TEST_0635,
TEST_0636,437.90848
TEST_0637,637.2464
TEST_0638,411.94513
TEST_0639,550.11725
TEST_0640,453.72855
TEST_0641,
TEST_0642,566.55615
TEST_0643,508.84464
TEST_0644,549.55536
TEST_0645,616.0443
TEST_0646,453.6424
TEST_0647,
TEST_0648,
TEST_0649,638.6244
TEST_0650,479.66534
TEST_0651,559.6898
TEST_0652,643.7106
TEST_0653,533.1917
TEST_0654,580.91235
TEST_0655,641.4529
TEST_0656,437.51727
TEST_0657,649.0027
TEST_0658,637.2464
TEST_0659,551.93677
TEST_0660,
TEST_0661,
TEST_0662,
TEST_0663,619.2657
TEST_0664,
TEST_0665,642.0726
TEST_0666,508.46664
TEST_0667,637.2073
TEST_0668,510.3152
TEST_0669,637.50446
TEST_0670,614.6549
TEST_0671,587.7211
TEST_0672,537.55865
TEST_0673,544.06146
TEST_0674,651.56744
TEST_0675,
TEST_0676,
TEST_0677,657.2736
TEST_0678,418.6868
TEST_0679,
TEST_0680,640.40106
TEST_0681,631.0182
TEST_0682,
TEST_0683,665.3581
TEST_0684,
TEST_0685,637.2073
TEST_0686,625.10297
TEST_0687,
TEST_0688,619.7882
TEST_0689,580.91235
TEST_0690,
TEST_0691,490.32495
TEST_0692,512.8721
TEST_0693,643.7106
TEST_0694,451.50223
TEST_0695,428.66534
TEST_0696,619.7882
TEST_0697,638.16113
TEST_0698,553.94824
TEST_0699,622.01807
TEST_0700,590.2905
TEST_0701,
TEST_0702,409.89148
TEST_0703,622.01807
TEST_0704,660.4503
TEST_0705,660.12744
TEST_0706,437.52646
TEST_0707,
TEST_0708,637.50446
TEST_0709,
TEST_0710,638.16113
TEST_0711,677.07947
TEST_0712,
TEST_0713,484.98944
TEST_0714,
TEST_0715,646.0112
TEST_0716,645.39557
TEST_0717,420.3135
TEST_0718,559.6898
TEST_0719,542.99945
TEST_0720,651.56744
TEST_0721,559.6898
TEST_0722,642.0726
TEST_0723,619.7882
TEST_0724,
TEST_0725,510.29013
TEST_0726,614.6549
TEST_0727,591.35565
TEST_0728,651.56744
TEST_0729,447.05994
TEST_0730,660.4504
TEST_0731,
TEST_0732,513.1611
TEST_0733,619.2657
TEST_0734,632.68964
TEST_0735,
TEST_0736,641.4529
TEST_0737,472.22482
TEST_0738,
TEST_0739,555.79675
TEST_0740,648.8505
TEST_0741,637.2073
TEST_0742,646.0112
TEST_0743,660.4503
TEST_0744,631.0182
TEST_0745,553.369
TEST_0746,458.56384
TEST_0747,468.19354
TEST_0748,651.56744
TEST_0749,
TEST_0750,
TEST_0751,622.01807
TEST_0752,
TEST_0753,625.10297
TEST_0754,
TEST_0755,627.37134
TEST_0756,403.93085
TEST_0757,484.86145
TEST_0758,433.25278
TEST_0759,500.95837
TEST_0760,
TEST_0761,637.2464
TEST_0762,
TEST_0763,513.26227
TEST_0764,389.86743
TEST_0765,614.65485
TEST_0766,
TEST_0767,
TEST_0768,634.4768
TEST_0769,441.50256
TEST_0770,454.16165
TEST_0771,439.80347
TEST_0772,
TEST_0773,588.14886
TEST_0774,643.4951
TEST_0775,533.1917
TEST_0776,573.511
TEST_0777,404.50354
TEST_0778,614.5483
TEST_0779,628.97003
TEST_0780,
TEST_0781,
TEST_0782,
TEST_0783,520.7654
TEST_0784,549.55536
TEST_0785,517.2428
TEST_0786,548.96674
TEST_0787,592.9418
TEST_0788,465.9201
TEST_0789,536.52954
TEST_0790,
TEST_0791,432.58612
TEST_0792,645.39557
TEST_0793,622.01807
TEST_0794,
TEST_0795,514.16907
TEST_0796,552.97485
TEST_0797,640.40106
TEST_0798,637.50446
TEST_0799,
TEST_0800,533.1917
TEST_0801,645.39557
TEST_0802,633.10175
TEST_0803,
TEST_0804,498.5071
TEST_0805,447.11307
TEST_0806,572.97174
TEST_0807,399.46506
TEST_0808,
TEST_0809,660.4503
TEST_0810,619.2657
TEST_0811,622.01807
TEST_0812,634.0388
TEST_0813,417.7124
TEST_0814,439.30148
TEST_0815,645.39557
TEST_0816,415.02597
TEST_0817,507.2013
TEST_0818,
TEST_0819,605.0498
TEST_0820,651.56744
TEST_0821,510.1447
TEST_0822,507.70746
TEST_0823,569.75543
TEST_0824,
TEST_0825,628.97003
TEST_0826,657.2736
TEST_0827,406.03012
TEST_0828,
TEST_0829,577.17584
TEST_0830,651.56744
TEST_0831,649.0027
TEST_0832,640.40106
TEST_0833,637.2073
TEST_0834,562.7915
TEST_0835,638.4447
TEST_0836,
TEST_0837,
TEST_0838,638.16113
TEST_0839,503.95828
TEST_0840,657.7273
TEST_0841,543.6175
TEST_0842,607.54645
TEST_0843,407.17075
TEST_0844,622.85547
TEST_0845,523.64606
TEST_0846,641.4529
TEST_0847,510.57742
TEST_0848,507.28787
TEST_0849,607.6902
TEST_0850,396.36966
TEST_0851,
TEST_0852,614.6549
TEST_0853,657.2737
TEST_0854,387.8918
TEST_0855,573.91125
TEST_0856,399.46506
TEST_0857,
TEST_0858,542.99945
TEST_0859,622.01807
TEST_0860,
TEST_0861,562.7915
TEST_0862,
TEST_0863,
TEST_0864,453.3889
TEST_0865,
TEST_0866,
TEST_0867,
TEST_0868,614.6549
TEST_0869,651.56744
TEST_0870,508.3976
TEST_0871,428.9036
TEST_0872,642.0726
TEST_0873,578.2165
TEST_0874,637.2073
TEST_0875,625.1767
TEST_0876,
TEST_0877,623.3944
TEST_0878,659.0544
TEST_0879,559.6898
TEST_0880,
TEST_0881,649.0027
TEST_0882,642.0726
TEST_0883,
TEST_0884,427.81113
TEST_0885,436.13235
TEST_0886,504.62744
TEST_0887,637.2464
TEST_0888,638.4447
TEST_0889,628.97003
TEST_0890,431.33118
TEST_0891,548.712
TEST_0892,491.65588
TEST_0893,569.9221
TEST_0894,614.6549
TEST_0895,
TEST_0896,
TEST_0897,
TEST_0898,625.37274
TEST_0899,
TEST_0900,508.3652
TEST_0901,637.2073
TEST_0902,394.41156
TEST_0903,
TEST_0904,409.17786
TEST_0905,553.94824
TEST_0906,622.85547
TEST_0907,645.39557
TEST_0908,
TEST_0909,
TEST_0910,
TEST_0911,
TEST_0912,
TEST_0913,637.50446
TEST_0914,638.16113
TEST_0915,641.4529
TEST_0916,429.28842
TEST_0917,563.452
TEST_0918,412.18036
TEST_0919,596.01306
TEST_0920,
TEST_0921,563.452
TEST_0922,
TEST_0923,642.59863
TEST_0924,618.2716
TEST_0925,
TEST_0926,384.29843
TEST_0927,
TEST_0928,406.64905
TEST_0929,
TEST_0930,637.2073
TEST_0931,640.40106
TEST_0932,528.62366
TEST_0933,433.19324
TEST_0934,522.2732
TEST_0935,660.4503
TEST_0936,
TEST_0937,645.39557
TEST_0938,
TEST_0939,
TEST_0940,638.4447
TEST_0941,
TEST_0942,642.0726
TEST_0943,560.7371
TEST_0944,417.82544
TEST_0945,435.81107
TEST_0946,634.0388
TEST_0947,
TEST_0948,719.51904
TEST_0949,507.39813
TEST_0950,
TEST_0951,651.56744
TEST_0952,638.4447
TEST_0953,
TEST_0954,646.0112
TEST_0955,637.2073
TEST_0956,
TEST_0957,391.15305
TEST_0958,
TEST_0959,474.55756
TEST_0960,514.5496
TEST_0961,580.91235
TEST_0962,
TEST_0963,638.4447
TEST_0964,623.9225
TEST_0965,634.0388
TEST_0966,451.3652
TEST_0967,435.51025
TEST_0968,
TEST_0969,451.9783
TEST_0970,518.4156
TEST_0971,501.38275
TEST_0972,538.6824
TEST_0973,
TEST_0974,545.10065
TEST_0975,640.82874
TEST_0976,562.7915
TEST_0977,657.2736
TEST_0978,638.6244
TEST_0979,
TEST_0980,
TEST_0981,
TEST_0982,643.4951
TEST_0983,465.1282
TEST_0984,411.20377
TEST_0985,465.3228
TEST_0986,
TEST_0987,611.121
TEST_0988,502.09348
TEST_0989,
TEST_0990,480.28006
TEST_0991,640.401
TEST_0992,436.51727
TEST_0993,473.58813
TEST_0994,591.35565
TEST_0995,443.07886
TEST_0996,406.33972
TEST_0997,643.4951
TEST_0998,638.6244
TEST_0999,524.3585
TEST_1000,590.8124
TEST_1001,631.0182
TEST_1002,473.70074
TEST_1003,471.35223
TEST_1004,638.4447
TEST_1005,634.0388
TEST_1006,
TEST_1007,638.6244
TEST_1008,592.8418
TEST_1009,395.99484
TEST_1010,644.8975
TEST_1011,610.626
TEST_1012,622.01807
TEST_1013,602.85596
TEST_1014,
TEST_1015,576.1263
TEST_1016,497.9626
TEST_1017,451.76294
TEST_1018,606.62
TEST_1019,
TEST_1020,
TEST_1021,499.05234
TEST_1022,644.89764
TEST_1023,492.74344
TEST_1024,619.7882
TEST_1025,638.6244
TEST_1026,542.99945
TEST_1027,
TEST_1028,
TEST_1029,
TEST_1030,593.8429
TEST_1031,646.0112
TEST_1032,467.69006
TEST_1033,
TEST_1034,637.2073
TEST_1035,
TEST_1036,642.0726
TEST_1037,631.0182
TEST_1038,443.72812
TEST_1039,
TEST_1040,
TEST_1041,619.7882
TEST_1042,563.452
TEST_1043,
TEST_1044,638.6244
TEST_1045,496.6334
TEST_1046,483.56747
TEST_1047,638.16113
TEST_1048,628.97003
TEST_1049,393.82657
TEST_1050,660.4504
TEST_1051,607.69025
TEST_1052,
TEST_1053,
TEST_1054,
TEST_1055,640.82874
TEST_1056,617.7766
TEST_1057,
TEST_1058,563.452
TEST_1059,
TEST_1060,619.0586
TEST_1061,560.5817
TEST_1062,471.56058
TEST_1063,427.43555
TEST_1064,645.39557
TEST_1065,552.6088
TEST_1066,549.55536
TEST_1067,
TEST_1068,641.4529
TEST_1069,567.617
TEST_1070,631.0182
TEST_1071,643.7106
TEST_1072,651.56744
TEST_1073,632.68964
TEST_1074,642.0726
TEST_1075,577.17584
TEST_1076,637.2073
TEST_1077,619.2657
TEST_1078,
TEST_1079,508.05496
TEST_1080,
TEST_1081,480.40594
TEST_1082,554.5438
TEST_1083,628.97003
TEST_1084,634.0388
TEST_1085,
TEST_1086,438.33826
TEST_1087,638.4447
TEST_1088,
TEST_1089,514.16907
TEST_1090,562.7915
TEST_1091,
TEST_1092,452.67932
TEST_1093,
TEST_1094,
TEST_1095,455.37186
TEST_1096,577.17584
TEST_1097,
TEST_1098,
TEST_1099,538.50226
TEST_1100,644.8975
TEST_1101,
TEST_1102,424.57532
TEST_1103,641.4529
TEST_1104,553.94824
TEST_1105,
TEST_1106,631.0182
TEST_1107,430.6756
TEST_1108,590.8291
TEST_1109,623.9225
TEST_1110,
TEST_1111,
TEST_1112,508.3202
TEST_1113,553.94824
TEST_1114,646.0112
TEST_1115,649.0027
TEST_1116,
TEST_1117,561.46185
TEST_1118,
TEST_1119,622.85547
TEST_1120,639.82806
TEST_1121,452.1594
TEST_1122,505.85248
TEST_1123,553.94824
TEST_1124,
TEST_1125,641.4529
TEST_1126,576.29553
TEST_1127,640.40106
TEST_1128,563.452
TEST_1129,500.13248
TEST_1130,651.56744
TEST_1131,651.56744
TEST_1132,460.36774
TEST_1133,455.4003
TEST_1134,641.4529
TEST_1135,622.01807
TEST_1136,425.8624
TEST_1137,542.99945
TEST_1138,504.90347
TEST_1139,619.7882
TEST_1140,487.37714
TEST_1141,676.6093
TEST_1142,442.7879
TEST_1143,535.8051
TEST_1144,553.94824
TEST_1145,
TEST_1146,553.0239
TEST_1147,
TEST_1148,641.4529
TEST_1149,660.4503
TEST_1150,628.97003
TEST_1151,646.0112
TEST_1152,638.16113
TEST_1153,640.40106
TEST_1154,
TEST_1155,564.45483
TEST_1156,501.2592
TEST_1157,432.58612
TEST_1158,644.8975
TEST_1159,457.11847
TEST_1160,610.626
TEST_1161,487.10468
TEST_1162,631.0182
TEST_1163,542.99945
TEST_1164,638.4447
TEST_1165,396.36966
TEST_1166,586.8093
TEST_1167,634.0388
TEST_1168,563.452
TEST_1169,
TEST_1170,577.82635
TEST_1171,656.972
TEST_1172,642.0726
TEST_1173,657.2737
TEST_1174,400.05362
TEST_1175,619.7882
TEST_1176,506.51138
TEST_1177,577.17584
TEST_1178,660.4503
TEST_1179,661.7164
TEST_1180,645.39557
TEST_1181,549.55536
TEST_1182,431.02728
TEST_1183,490.25342
TEST_1184,
TEST_1185,648.85046
TEST_1186,648.8505
TEST_1187,
TEST_1188,607.6902
TEST_1189,516.6918
TEST_1190,
TEST_1191,640.40106
TEST_1192,582.4498
TEST_1193,
TEST_1194,614.65485
TEST_1195,441.5057
TEST_1196,449.12747
TEST_1197,507.39813
TEST_1198,640.82874
TEST_1199,555.5459
TEST_1200,548.96674
TEST_1201,559.6898
TEST_1202,630.335
TEST_1203,622.85547
TEST_1204,640.40106
TEST_1205,536.9313
TEST_1206,
TEST_1207,628.97003
TEST_1208,
TEST_1209,651.56744
TEST_1210,465.23267
TEST_1211,526.2788
TEST_1212,526.71
TEST_1213,565.61237
TEST_1214,407.0188
TEST_1215,622.85547
TEST_1216,519.31085
TEST_1217,455.43976
TEST_1218,646.0112
TEST_1219,
TEST_1220,522.0099
TEST_1221,
TEST_1222,493.53018
TEST_1223,508.06937
TEST_1224,657.2736
TEST_1225,475.57227
TEST_1226,622.01807
TEST_1227,439.95645
TEST_1228,
TEST_1229,
TEST_1230,553.94824
TEST_1231,629.083
TEST_1232,648.75385
TEST_1233,
TEST_1234,619.7882
TEST_1235,400.63385
TEST_1236,
TEST_1237,619.2657
TEST_1238,
TEST_1239,562.7915
TEST_1240,614.6549
TEST_1241,605.98865
TEST_1242,559.6898
TEST_1243,523.6043
TEST_1244,644.8975
TEST_1245,642.0726
TEST_1246,549.55536
TEST_1247,619.2657
TEST_1248,
TEST_1249,394.41156
TEST_1250,630.335
TEST_1251,665.4514
TEST_1252,577.17584
TEST_1253,643.4951
TEST_1254,478.335
TEST_1255,
TEST_1256,460.71216
TEST_1257,559.6898
TEST_1258,512.24677
TEST_1259,634.0388
TEST_1260,637.50446
TEST_1261,
TEST_1262,
TEST_1263,570.4605
TEST_1264,431.73502
